client_id,date,sex,age,car,car_type,decline_app_cnt,score_bki,bki_request_cnt,region_rating,income,foreign_passport,default
8099,15-01-2014,0,61,0,0,0,-1.50984397,2,40,7200,0,0
104437,22-04-2014,1,38,1,1,0,-2.40023494,0,80,40000,0,0
19462,27-01-2014,1,44,0,0,0,-2.40924698,0,40,18000,0,0
9793,17-01-2014,0,38,0,0,0,-1.03724191,0,40,23000,0,0
82587,31-03-2014,1,34,1,0,0,-1.31149119,2,50,25000,0,0
90784,07-04-2014,0,56,0,0,0,-2.26275927,3,60,20000,0,0
86082,02-04-2014,1,27,0,0,0,-2.27657054,1,80,45000,0,0
68356,17-03-2014,0,31,0,0,1,-1.40105761,0,50,25000,0,0
84383,01-04-2014,1,41,1,1,0,-2.44086934,1,60,60000,0,0
91977,08-04-2014,0,62,0,0,0,-1.37292219,1,60,9000,0,1
59039,07-03-2014,0,36,0,0,0,-1.58045215,2,40,30000,0,0
57186,05-03-2014,1,22,1,1,0,-1.58012438,1,50,25000,0,0
17733,24-01-2014,1,37,0,0,0,-1.8859814,3,50,35000,0,0
89740,06-04-2014,1,47,1,1,2,-0.81815566,0,50,200000,1,0
80149,28-03-2014,0,38,1,1,0,-2.25575759,2,70,45000,0,0
82899,31-03-2014,0,53,0,0,0,-2.49132129,2,40,50000,0,0
36335,12-02-2014,1,42,1,1,0,-2.21997095,1,60,50000,0,0
85067,01-04-2014,0,36,0,0,0,-1.73824361,5,60,25000,0,0
57482,06-03-2014,0,52,0,0,0,-0.83541654,5,40,32000,0,0
29701,05-02-2014,0,60,0,0,0,-1.96768761,2,50,16000,0,0
81253,29-03-2014,0,40,0,0,0,-1.81780044,0,60,30000,0,1
55578,04-03-2014,1,28,0,0,0,-2.73000837,3,50,20000,0,0
98456,15-04-2014,0,23,0,0,0,-1.13998177,2,40,36000,0,0
42786,19-02-2014,0,40,0,0,0,-2.54354433,1,50,25000,0,0
64945,14-03-2014,0,30,0,0,1,-0.60976794,2,40,25000,0,1
89807,06-04-2014,0,29,0,0,0,-1.49502371,2,60,22000,0,1
69251,18-03-2014,0,28,1,1,0,-1.87596933,4,60,25000,0,0
65649,14-03-2014,0,29,0,0,0,-1.87711982,5,60,15000,0,0
106709,25-04-2014,1,33,0,0,0,-1.96985665,2,80,20000,0,0
35543,11-02-2014,0,32,0,0,0,-1.66091532,2,50,30000,0,0
108016,28-04-2014,0,35,0,0,1,-1.42384956,1,50,30000,0,0
38521,14-02-2014,0,23,0,0,0,-2.48894117,1,50,25000,0,0
40194,16-02-2014,0,40,0,0,0,-1.56206295,0,70,15000,0,0
101660,18-04-2014,0,52,1,0,0,-2.72869101,1,80,50000,1,0
41994,18-02-2014,0,32,0,0,1,-1.57791139,1,50,23000,0,0
85052,01-04-2014,0,42,0,0,1,-1.85595633,0,80,30000,0,0
98732,15-04-2014,1,57,0,0,0,-1.98481911,0,40,27500,0,0
96587,13-04-2014,0,53,0,0,0,-1.68086278,0,60,18000,0,0
24306,31-01-2014,0,38,1,0,0,-2.56406477,1,70,20000,0,0
71234,19-03-2014,0,28,0,0,0,-1.31963129,2,30,25000,0,0
89344,05-04-2014,0,60,0,0,0,-2.68417919,4,60,11000,0,0
85719,02-04-2014,1,31,1,0,0,-1.77431542,1,50,60000,0,0
93677,10-04-2014,1,34,1,1,0,-3.02928175,3,50,1000000,1,0
25039,31-01-2014,0,55,0,0,0,-2.33814966,2,60,24000,0,0
104663,23-04-2014,0,28,1,1,0,-0.6288633000000001,0,40,60000,0,0
94309,10-04-2014,1,32,0,0,0,-1.49740451,1,60,27000,0,0
97602,14-04-2014,0,51,0,0,0,-2.24478696,0,80,60000,1,0
48239,25-02-2014,0,48,1,1,0,-2.19963271,3,70,29000,0,0
53767,03-03-2014,1,43,0,0,0,-1.66048338,1,60,10000,0,1
54348,03-03-2014,0,25,1,1,0,-2.27252534,1,80,60000,1,0
22241,29-01-2014,0,26,0,0,0,-2.24087327,2,50,18000,0,0
35057,11-02-2014,0,57,0,0,0,-1.65503816,2,30,8000,0,0
26067,02-02-2014,1,48,0,0,0,-1.67741576,0,60,35000,0,0
60096,09-03-2014,0,39,0,0,0,-2.03335286,7,50,10000,0,0
109690,30-04-2014,1,24,0,0,0,-2.49861189,0,80,50000,0,0
73175,20-03-2014,0,37,0,0,0,-1.66183104,2,60,20000,0,0
105219,24-04-2014,1,44,1,1,0,-1.83451424,0,40,15000,0,1
28422,04-02-2014,1,30,1,1,1,-0.94563627,2,70,45000,1,0
85026,01-04-2014,0,47,0,0,0,-1.43064975,3,50,25000,0,0
69665,18-03-2014,0,45,1,1,0,-1.75660475,2,80,25000,0,0
14223,21-01-2014,1,22,1,1,1,-1.90055965,1,60,35000,0,0
107810,27-04-2014,1,29,0,0,1,-1.29754437,3,80,46000,0,0
59303,07-03-2014,0,50,0,0,0,-2.40833913,4,40,25000,0,0
6674,14-01-2014,0,24,0,0,0,-1.90485459,4,60,27000,0,0
30386,06-02-2014,1,31,1,0,0,-1.52249507,0,50,35000,0,1
96433,13-04-2014,0,34,0,0,0,-2.0857233,4,40,20000,0,0
32412,08-02-2014,1,31,0,0,0,-2.0933881000000003,1,60,18000,0,0
47542,24-02-2014,0,28,0,0,0,-1.33732662,1,50,10000,0,1
28544,04-02-2014,1,31,0,0,0,-3.4916199,0,50,50000,1,0
17590,24-01-2014,0,42,0,0,0,-1.61998137,10,60,5000,0,0
96656,13-04-2014,0,23,0,0,1,-0.77004731,5,50,35000,0,1
58864,07-03-2014,0,39,0,0,0,-1.91772348,3,40,16000,0,0
49234,26-02-2014,0,31,0,0,4,-1.0405929,8,50,15000,0,1
6270,13-01-2014,1,29,0,0,0,-2.68964399,0,60,25000,0,0
98050,15-04-2014,0,62,0,0,0,-2.00096883,1,40,22000,0,0
726,04-01-2014,0,57,0,0,0,-1.22121003,3,50,19000,0,0
57571,06-03-2014,0,32,0,0,0,-2.28678344,2,50,25000,0,1
95707,12-04-2014,0,36,0,0,0,-2.58604186,0,40,25000,0,0
21044,28-01-2014,0,24,1,1,0,-2.2717656,1,80,60000,0,0
82582,31-03-2014,1,46,1,1,0,-1.8722584,4,50,350000,1,0
12354,20-01-2014,0,45,0,0,0,-2.68946467,1,40,42500,0,0
84802,01-04-2014,0,24,0,0,1,-2.25081094,4,60,17000,0,0
99225,16-04-2014,1,52,0,0,0,-1.55201585,3,50,25000,0,0
104791,23-04-2014,0,40,0,0,0,-1.48872407,0,70,32000,0,1
13933,21-01-2014,1,31,1,1,0,-2.37099068,2,60,35000,1,0
47414,24-02-2014,0,41,1,0,0,-2.36077471,0,60,80000,0,0
22205,29-01-2014,1,29,0,0,0,-2.00168561,1,50,16000,0,0
11633,19-01-2014,0,50,0,0,0,-2.59031064,1,80,15000,0,0
28702,04-02-2014,0,50,0,0,0,-1.62318999,2,50,15000,0,0
99944,17-04-2014,1,57,1,1,0,-1.88571697,4,50,45000,0,0
87708,04-04-2014,0,23,0,0,1,-1.55725286,1,50,15000,0,0
11774,19-01-2014,0,40,1,1,0,-1.52642194,3,70,45000,0,1
36679,12-02-2014,1,42,0,0,0,-1.75539618,3,40,15500,0,0
52247,28-02-2014,0,40,0,0,0,-1.20701177,0,60,20000,0,1
92505,08-04-2014,0,43,0,0,0,-1.63976586,4,80,45000,1,0
23565,30-01-2014,1,53,1,1,0,-1.17399601,0,50,70000,0,0
15940,23-01-2014,1,38,0,0,13,-0.84207696,0,60,45000,0,0
91446,07-04-2014,1,32,0,0,0,-1.77526279,2,70,50000,0,0
93308,09-04-2014,0,28,0,0,0,-2.07291328,1,40,8000,0,0
64503,13-03-2014,1,62,0,0,0,-2.22941987,1,50,7000,0,0
104384,22-04-2014,1,31,1,0,0,-2.17141102,3,60,75000,0,0
53195,02-03-2014,0,62,0,0,0,-1.6949883999999995,1,40,12000,0,0
48305,25-02-2014,1,41,0,0,0,-1.17330573,1,50,100000,1,0
57686,06-03-2014,0,43,0,0,0,-2.64518123,3,50,31000,0,0
87809,04-04-2014,0,36,0,0,0,-1.62287482,5,80,50000,0,0
83215,31-03-2014,1,32,1,1,0,-1.69859018,1,40,55000,1,0
88807,05-04-2014,1,32,0,0,0,-2.2835802000000003,3,60,50000,0,0
76056,24-03-2014,0,26,0,0,1,-2.04219189,3,40,17000,0,0
34933,11-02-2014,0,27,0,0,0,-2.27046253,0,40,28000,0,0
46295,22-02-2014,0,53,0,0,0,-2.00124619,1,40,13000,0,0
60203,09-03-2014,1,34,1,0,0,-2.20060263,1,50,32000,0,0
101746,18-04-2014,1,34,0,0,0,-2.2551329,0,40,60000,0,0
67402,16-03-2014,1,29,1,0,1,-1.74086776,0,40,45000,1,0
73504,21-03-2014,0,37,0,0,0,-2.20625176,0,40,35000,0,0
27424,03-02-2014,1,34,0,0,0,-1.70543018,0,80,30000,1,0
79653,27-03-2014,1,33,1,1,0,-1.66391525,2,70,60000,0,0
44191,20-02-2014,1,22,1,0,0,-2.0221121,1,60,50000,0,0
35411,11-02-2014,1,45,1,1,0,-2.38726804,0,50,65000,0,0
77492,25-03-2014,1,59,1,0,3,-2.65103176,4,80,40000,0,0
101450,18-04-2014,1,52,1,0,0,-2.80473945,4,60,25000,0,0
37481,13-02-2014,0,22,0,0,1,-1.61966007,0,70,35000,0,0
50886,27-02-2014,0,28,0,0,0,-1.97558438,3,70,40000,1,0
29911,05-02-2014,0,68,0,0,0,-2.36036155,4,60,30000,0,0
90190,07-04-2014,0,38,0,0,0,-1.91813604,1,50,100000,0,0
103514,22-04-2014,0,44,0,0,5,-0.9307571,1,50,20000,0,0
217,02-01-2014,0,53,0,0,1,-3.06544921,0,20,6500,0,1
105153,23-04-2014,1,24,0,0,0,-2.22500363,4,70,40000,0,0
78730,26-03-2014,1,24,1,0,0,-1.53008204,1,80,53000,1,0
12387,20-01-2014,0,40,1,1,0,-1.14394787,2,60,50000,0,0
24664,31-01-2014,1,34,0,0,0,-1.66842773,1,40,45000,0,0
104086,22-04-2014,0,40,0,0,0,-2.49959047,2,40,60000,0,0
101125,18-04-2014,0,35,0,0,0,-2.59270773,0,40,10000,0,0
77320,25-03-2014,1,28,1,1,1,-2.06415727,0,70,35000,0,0
29082,05-02-2014,0,29,1,0,0,-2.20896129,0,80,40000,0,0
44581,21-02-2014,0,26,0,0,0,-1.46457216,3,40,25000,0,1
103436,21-04-2014,0,36,0,0,0,-2.31177811,1,60,17000,0,0
99899,17-04-2014,0,27,0,0,0,-2.48419167,2,50,60000,0,0
12261,20-01-2014,1,34,1,0,0,-2.47324108,4,60,35000,0,0
92811,09-04-2014,1,47,1,0,1,-2.14449967,3,80,35000,0,0
24580,31-01-2014,0,28,0,0,1,-1.95000137,0,50,10000,0,0
33323,09-02-2014,0,38,0,0,0,-2.37189725,0,60,33000,0,0
60251,09-03-2014,0,42,0,0,0,-1.84110723,2,70,55000,0,0
34493,11-02-2014,0,25,0,0,0,-2.22500363,0,50,30000,0,0
73202,20-03-2014,1,37,0,0,0,-2.37608676,4,50,35000,0,0
49056,26-02-2014,0,52,0,0,0,-2.21366641,1,50,50000,1,0
45358,21-02-2014,1,36,1,0,0,-1.55422072,1,60,30500,0,0
103070,21-04-2014,0,41,0,0,1,-1.09972381,2,40,30000,0,0
45622,21-02-2014,1,52,1,1,0,-0.82700921,6,70,66000,1,0
27369,03-02-2014,0,42,0,0,0,-1.50881912,2,50,16000,0,0
93300,09-04-2014,1,46,0,0,0,-2.21835465,7,80,35000,0,0
51240,28-02-2014,0,51,0,0,0,-1.93488863,1,50,15000,0,0
105087,23-04-2014,0,52,0,0,0,-2.92374246,1,50,25000,1,0
40464,17-02-2014,0,33,1,1,0,-1.24871316,3,40,35000,0,0
19218,27-01-2014,0,36,1,1,0,-2.06305053,0,40,50000,0,0
98754,15-04-2014,0,45,0,0,0,-1.28255329,2,80,25000,0,0
69874,18-03-2014,1,27,1,1,0,-2.84616459,1,50,50000,0,0
63188,12-03-2014,0,44,0,0,0,-2.42346527,0,60,25000,0,0
70309,18-03-2014,0,29,0,0,0,-1.71903536,2,60,15000,1,0
79007,27-03-2014,0,41,0,0,0,-2.08334582,0,70,70000,0,0
38201,14-02-2014,0,28,1,1,0,-1.41200202,0,50,17000,0,1
7673,15-01-2014,0,39,1,0,3,-1.37578754,17,80,40000,1,0
64989,14-03-2014,1,35,1,1,0,-2.72610124,0,40,60000,0,0
52942,01-03-2014,0,40,0,0,0,-1.89737874,5,50,16000,0,0
108351,28-04-2014,0,30,1,0,0,-1.54799572,3,40,75000,0,0
108546,28-04-2014,0,40,0,0,0,-2.19974423,1,50,50000,0,0
64705,13-03-2014,1,30,1,0,0,-1.44964235,1,60,40000,0,0
11586,19-01-2014,1,51,0,0,0,-1.81898182,1,60,18000,0,1
9025,16-01-2014,1,40,1,0,0,-2.20807187,0,40,75000,1,0
33796,10-02-2014,1,26,1,1,0,-1.93335443,9,80,80000,1,0
20854,28-01-2014,0,26,0,0,0,-2.68680375,0,50,15000,0,0
62102,11-03-2014,0,45,0,0,0,-2.43824141,1,80,46000,1,0
105884,24-04-2014,1,43,0,0,0,-1.88133963,0,60,50000,0,0
77824,25-03-2014,0,67,0,0,2,-0.8271909,14,80,45000,0,1
84453,01-04-2014,0,42,0,0,2,-2.12010046,3,50,13000,0,0
88192,04-04-2014,1,55,1,1,0,-1.70245784,0,60,17700,0,0
85344,02-04-2014,0,39,0,0,0,-1.75295346,4,60,25000,0,0
22459,29-01-2014,1,30,1,1,0,-1.5989337,3,40,35000,1,0
39482,15-02-2014,0,35,0,0,0,-3.15931824,3,70,40000,0,0
16271,23-01-2014,0,43,0,0,0,-1.78645581,0,50,5800,0,0
103220,21-04-2014,1,42,1,1,1,-1.83124731,2,60,46000,0,0
30515,06-02-2014,1,27,0,0,0,-1.90465699,0,80,70000,1,0
4936,11-01-2014,0,56,0,0,0,-2.08192699,3,60,15000,1,0
42798,19-02-2014,1,38,1,0,0,-1.43252844,3,50,70000,0,0
31610,07-02-2014,0,29,1,1,1,-1.3795552,2,40,7500,0,0
44367,20-02-2014,0,30,0,0,0,-2.25214229,3,60,20000,0,0
109577,30-04-2014,1,29,1,1,0,-2.09698481,1,60,52000,0,0
38959,15-02-2014,0,21,0,0,0,-2.27629978,1,80,40000,0,1
69884,18-03-2014,0,36,0,0,1,-1.50598235,2,50,30000,0,1
13857,21-01-2014,0,37,0,0,0,-1.48643436,4,30,17000,0,0
73539,21-03-2014,1,24,0,0,3,-1.53857631,1,60,40000,0,0
6954,14-01-2014,1,33,0,0,0,-1.47083272,5,40,25000,0,1
35862,12-02-2014,0,26,1,1,0,-1.7715415,2,70,60000,0,0
12132,19-01-2014,1,32,1,0,0,-1.19871718,0,70,48000,0,0
10963,18-01-2014,0,44,1,0,0,-2.33249188,0,80,50000,0,0
76212,24-03-2014,0,26,0,0,0,-1.78447098,6,40,18000,0,0
91526,08-04-2014,0,37,0,0,0,-2.20212559,3,50,18000,0,0
102557,20-04-2014,1,40,0,0,0,-2.24425603,2,40,45000,0,0
94361,10-04-2014,0,58,0,0,0,-1.31918329,6,50,16000,0,0
96817,14-04-2014,1,50,1,1,0,-1.85463218,3,60,50000,0,0
14644,22-01-2014,0,59,0,0,0,-1.83711115,5,50,14000,0,0
33097,09-02-2014,1,24,0,0,0,-2.19330083,1,50,22000,0,0
74786,22-03-2014,0,39,0,0,0,-1.95337476,3,80,75000,1,0
72665,20-03-2014,0,49,0,0,0,-1.72511858,5,50,11000,0,0
48047,25-02-2014,0,49,0,0,0,-2.05088817,1,50,8000,0,0
97933,15-04-2014,0,36,1,0,2,-1.98347795,2,50,19000,0,0
70957,19-03-2014,0,43,0,0,0,-2.56202565,2,50,20000,0,0
46898,23-02-2014,0,31,1,0,0,-1.93239189,1,40,25000,0,0
29260,05-02-2014,1,40,0,0,0,-1.96854943,9,60,40000,0,1
82699,31-03-2014,0,47,1,0,0,-2.01126434,6,60,30000,0,0
96285,12-04-2014,0,61,1,0,1,-1.3082412,3,60,14000,0,0
86502,03-04-2014,1,34,0,0,0,-1.26645235,2,40,20000,0,1
104718,23-04-2014,0,43,0,0,0,-2.23753909,4,40,15000,0,0
751,04-01-2014,1,42,1,1,0,-1.10590489,2,50,25000,0,0
9295,16-01-2014,0,55,0,0,0,-1.79354098,1,50,5000,0,0
93386,09-04-2014,0,46,0,0,1,-2.47118632,0,40,15000,0,0
3624,09-01-2014,0,58,0,0,0,-2.70068798,0,40,20000,0,0
62780,12-03-2014,0,50,0,0,0,-2.29919129,2,40,40000,0,1
86680,03-04-2014,1,28,1,0,0,-1.81473467,6,50,35000,0,1
77979,25-03-2014,1,31,1,1,1,-1.55456383,6,50,50000,0,0
41805,18-02-2014,0,31,0,0,0,-1.62497773,2,40,16000,0,1
66502,15-03-2014,0,48,0,0,1,-1.91113191,3,50,32000,0,1
10372,17-01-2014,1,25,1,1,0,-1.84804286,0,50,10000,1,0
91209,07-04-2014,0,46,0,0,0,-1.95169963,2,60,11500,0,0
30205,06-02-2014,0,45,0,0,0,-0.99915153,0,40,17500,0,0
97188,14-04-2014,0,30,1,0,0,-1.72650829,2,60,22500,0,0
67361,16-03-2014,0,37,1,1,0,-2.10809618,2,40,35000,0,0
18587,26-01-2014,0,35,0,0,2,-0.98387614,3,60,27000,0,1
51277,28-02-2014,0,55,0,0,0,-1.83338465,0,50,85000,0,0
88806,05-04-2014,1,68,0,0,0,-2.6854468,3,80,20000,0,0
6297,13-01-2014,1,28,1,1,0,-1.38713458,1,50,70000,1,0
42173,18-02-2014,0,61,0,0,0,-1.68062195,3,50,6000,0,0
78150,26-03-2014,0,30,0,0,0,-1.08027974,6,50,30000,0,0
89838,06-04-2014,0,50,0,0,0,-2.39081067,3,50,20000,0,0
6952,14-01-2014,0,30,0,0,0,-1.33876985,0,50,50000,1,0
43554,20-02-2014,0,26,0,0,8,-0.92334928,12,40,50000,0,1
10203,17-01-2014,0,51,0,0,0,-2.51740966,0,50,10000,0,0
36812,12-02-2014,1,32,1,0,0,-2.03267858,5,80,50000,1,0
86508,03-04-2014,1,29,1,0,0,-1.56594693,2,50,51000,0,1
44685,21-02-2014,1,45,1,0,0,-2.68422851,1,50,70000,0,0
7730,15-01-2014,1,57,0,0,0,-1.78061693,2,70,80000,1,0
30926,06-02-2014,0,24,0,0,0,-2.24056582,6,40,35000,0,0
66904,15-03-2014,0,39,0,0,2,-1.74790208,5,80,60000,0,0
51267,28-02-2014,0,25,0,0,1,-1.85119982,3,60,18000,0,1
67619,16-03-2014,0,34,0,0,0,-1.65036897,2,40,25000,0,0
21932,29-01-2014,1,24,0,0,1,-0.97503281,1,40,36500,0,0
76697,24-03-2014,0,48,0,0,0,-1.84376675,1,50,24000,0,0
97569,14-04-2014,0,52,1,1,0,-1.64300772,0,50,25000,0,0
10127,17-01-2014,1,24,0,0,0,-2.06697492,4,80,80000,1,0
94745,11-04-2014,0,27,0,0,0,-1.65373478,2,50,14000,0,0
103134,21-04-2014,0,24,1,1,0,-1.69648625,2,80,45000,0,0
38462,14-02-2014,1,52,1,1,0,-1.10193886,8,70,700000,0,0
51675,28-02-2014,1,28,1,1,0,-0.84961276,0,80,25000,0,0
101747,18-04-2014,0,55,0,0,0,-2.49536865,2,50,35000,0,0
73260,21-03-2014,1,42,0,0,0,-2.03452743,3,60,50000,0,0
102309,19-04-2014,0,45,0,0,2,-2.08896888,0,40,20000,0,0
74130,21-03-2014,0,38,0,0,1,-1.96479362,0,60,15000,0,0
34324,10-02-2014,0,37,1,1,1,-1.44439886,2,60,50000,0,0
75483,23-03-2014,0,51,0,0,0,-2.10800371,1,50,30000,0,0
31205,07-02-2014,1,49,0,0,1,-2.00439413,0,60,40000,0,0
65475,14-03-2014,0,40,0,0,0,-1.46902216,0,70,20000,1,0
104004,22-04-2014,0,38,1,1,0,-2.0952321,5,40,35000,0,0
28339,04-02-2014,0,54,0,0,0,-2.30222249,4,40,30000,0,0
15652,23-01-2014,1,28,0,0,0,-1.57911739,2,50,60000,0,0
41737,18-02-2014,0,30,1,1,5,-1.58461555,3,60,100000,0,0
98239,15-04-2014,0,46,0,0,0,-1.82932564,3,80,56000,0,0
109409,30-04-2014,0,44,1,0,1,-1.5047072,0,40,16000,0,0
38655,14-02-2014,1,30,1,1,0,-2.6956092000000003,0,70,150000,1,0
14513,21-01-2014,1,27,1,1,0,-0.95953404,24,80,5000,0,1
14062,21-01-2014,0,29,0,0,0,-2.56288496,3,40,25000,0,0
91725,08-04-2014,0,50,0,0,0,-2.53008626,1,50,15000,0,0
23631,30-01-2014,1,38,0,0,0,-1.94955862,4,70,25000,0,0
12754,20-01-2014,0,52,0,0,0,-1.8062316000000005,0,50,60000,0,0
98092,15-04-2014,0,24,0,0,0,-2.22007153,0,50,16000,0,0
54609,03-03-2014,1,55,1,0,0,-2.04409465,4,50,60000,1,0
11903,19-01-2014,0,44,0,0,0,-2.66601324,0,40,6000,0,0
3067,09-01-2014,1,38,1,0,0,-2.29383057,14,60,35000,1,0
86044,02-04-2014,1,51,0,0,0,-1.70926468,0,60,35000,0,0
20494,28-01-2014,1,57,1,1,1,-1.61730004,2,50,55000,0,0
38038,14-02-2014,1,28,0,0,0,-2.55565872,5,60,20000,0,0
93090,09-04-2014,0,28,0,0,0,-1.51926581,2,80,60000,1,0
64804,13-03-2014,1,26,1,0,0,-2.4734957000000004,2,50,35000,0,1
107545,27-04-2014,0,45,0,0,0,-2.57268014,0,50,25000,0,0
108114,28-04-2014,0,44,0,0,0,-1.72938698,2,40,15000,0,0
22242,29-01-2014,0,39,1,0,2,-2.49938893,1,50,15000,0,0
105314,24-04-2014,0,56,0,0,0,-0.96805573,6,40,28000,0,1
35439,11-02-2014,0,25,0,0,0,-1.62050641,2,50,20000,0,0
6216,13-01-2014,0,46,0,0,0,-2.30130446,0,50,7000,0,0
95057,11-04-2014,0,58,0,0,0,-1.39673527,1,80,15000,0,0
21611,29-01-2014,1,25,1,1,0,-3.32040562,0,60,30000,0,0
56035,04-03-2014,0,25,0,0,0,-1.20136454,3,60,25000,0,0
52911,01-03-2014,1,54,1,0,0,-2.10888502,4,70,90000,0,0
23365,30-01-2014,0,36,1,0,0,-1.88325358,0,60,15000,0,0
75079,22-03-2014,0,59,0,0,1,-1.14699631,5,40,22000,1,0
95777,12-04-2014,0,47,0,0,0,-2.46303,3,50,40000,1,0
45439,21-02-2014,1,26,0,0,1,-1.8400984,1,60,90000,0,0
29083,05-02-2014,0,54,0,0,2,-1.14967714,5,60,18000,0,1
34381,10-02-2014,0,49,1,0,0,-2.61940462,1,70,25000,0,0
51542,28-02-2014,1,47,1,0,0,-2.71246155,0,50,35000,1,0
105579,24-04-2014,0,51,0,0,0,-2.24584197,3,50,30000,0,0
78327,26-03-2014,0,39,0,0,0,-2.49594437,0,70,45000,1,0
44673,21-02-2014,1,41,0,0,0,-2.31570557,3,50,45000,0,0
72968,20-03-2014,0,22,0,0,1,-2.53278068,2,50,16000,0,0
4304,10-01-2014,0,22,0,0,2,-1.19512547,1,50,30000,1,0
43190,19-02-2014,0,31,1,0,1,-1.45207489,4,60,28000,0,0
58967,07-03-2014,0,48,0,0,1,-1.5780964,2,50,14000,0,0
10497,17-01-2014,1,29,0,0,0,-2.19423193,0,80,45000,1,0
91807,08-04-2014,0,63,0,0,0,-2.27917673,2,50,11800,0,0
52142,28-02-2014,0,52,0,0,0,-2.09292937,3,40,14000,0,0
30750,06-02-2014,0,29,0,0,1,-1.0126635,2,70,38000,0,0
19491,27-01-2014,1,26,0,0,0,-1.76651239,2,70,30000,0,0
73050,20-03-2014,0,62,0,0,0,-1.92903637,3,50,9000,0,0
48837,25-02-2014,1,30,1,1,0,-1.51862498,0,80,50000,0,0
49794,26-02-2014,1,48,0,0,0,-2.8474303,1,40,5000,1,0
25365,01-02-2014,0,41,1,1,0,-1.41752809,6,50,35000,0,0
70734,19-03-2014,0,56,0,0,0,-1.19844054,2,50,22000,0,0
43306,19-02-2014,1,56,0,0,0,-1.8332966,2,60,22000,0,0
39912,16-02-2014,1,26,1,1,2,-1.15563852,0,50,25000,0,0
92388,08-04-2014,1,60,0,0,0,-2.22500363,0,50,10000,0,0
83913,01-04-2014,1,25,1,1,0,-2.39913909,0,50,40000,0,0
51024,27-02-2014,1,42,0,0,0,-2.49744132,1,80,120000,0,0
14276,21-01-2014,0,25,0,0,0,-2.31806108,0,50,20000,0,0
43677,20-02-2014,0,32,0,0,0,-2.3928516,3,50,30000,0,0
10243,17-01-2014,1,32,1,1,0,-2.49384267,1,60,22000,0,0
59219,07-03-2014,0,44,0,0,0,-2.1042109,0,50,21000,0,1
38821,15-02-2014,1,29,1,0,0,-2.30607945,0,60,12000,0,0
67241,16-03-2014,1,51,0,0,0,-2.13988675,1,50,30000,0,0
60656,10-03-2014,1,32,0,0,0,-2.73550487,5,50,15000,0,0
70644,18-03-2014,1,25,1,1,0,-1.61461013,0,50,80000,0,0
6329,13-01-2014,0,33,0,0,1,-1.84899199,1,80,30000,1,0
68887,17-03-2014,0,58,0,0,0,-1.77423277,0,50,10000,0,0
69262,18-03-2014,1,38,1,1,0,-2.29804577,0,60,35000,0,0
108665,28-04-2014,1,35,1,0,0,-2.81327978,1,40,25000,0,0
62573,12-03-2014,1,28,1,1,0,-2.98940403,2,50,90000,0,0
85848,02-04-2014,0,34,0,0,0,-2.21759492,0,50,17500,0,0
69628,18-03-2014,0,25,1,0,0,-2.0041768,1,60,18000,0,0
1000,04-01-2014,0,21,1,0,6,-1.21914316,3,80,32000,0,0
61938,11-03-2014,0,38,1,1,0,-0.74026446,2,40,15000,0,0
28277,04-02-2014,0,27,0,0,0,-2.01149738,1,70,35000,0,0
68022,17-03-2014,0,38,1,0,0,-1.08026502,2,60,30000,0,0
45400,21-02-2014,0,28,0,0,0,-2.40175204,3,50,13000,0,0
36314,12-02-2014,1,53,0,0,0,-2.51893936,0,50,15000,0,1
19388,27-01-2014,0,44,0,0,1,-1.50933387,3,40,22000,0,0
106072,25-04-2014,1,53,1,0,1,-0.94689765,0,60,15000,0,0
22110,29-01-2014,1,45,1,1,0,-2.27414989,0,70,200000,0,0
35568,11-02-2014,0,54,0,0,0,-1.98535011,2,80,33000,0,0
8384,15-01-2014,1,47,1,1,0,-2.72690799,0,80,70000,1,0
56168,05-03-2014,0,35,0,0,1,-1.64843153,2,50,18000,0,0
39870,16-02-2014,0,47,1,1,0,-2.09937683,3,50,10000,0,0
36027,12-02-2014,1,30,1,0,0,-2.1954288,4,80,50000,0,0
97253,14-04-2014,0,49,0,0,0,-2.24343528,3,50,30000,0,1
632,04-01-2014,0,50,0,0,0,-1.64439382,0,40,20000,0,0
31475,07-02-2014,0,29,0,0,0,-1.86301029,2,70,52000,0,0
57055,05-03-2014,1,34,1,1,0,-2.44012128,2,50,32000,0,0
10009,17-01-2014,1,24,1,1,0,-1.45219318,1,80,40000,1,0
17182,24-01-2014,0,47,0,0,0,-1.59654994,5,50,35000,0,1
14302,21-01-2014,0,25,1,0,0,-1.67809446,1,60,6000,0,0
68162,17-03-2014,0,34,0,0,0,-1.14755902,0,70,40000,0,0
81765,29-03-2014,1,34,0,0,0,-1.98421424,0,80,43000,0,0
30457,06-02-2014,1,27,1,1,0,-2.74927503,2,80,40000,1,0
46034,22-02-2014,0,34,0,0,2,-1.15802942,12,70,100000,1,0
110046,30-04-2014,0,30,0,0,1,-2.22500363,0,70,25000,1,0
90153,06-04-2014,0,46,0,0,0,-2.40373251,5,40,28000,0,0
51264,28-02-2014,0,36,0,0,0,-2.02742747,4,40,25000,0,1
85129,02-04-2014,1,32,0,0,0,-1.36201225,3,50,50000,0,0
88964,05-04-2014,1,42,1,0,0,-1.99570802,1,50,45000,0,0
64248,13-03-2014,1,32,1,1,0,-1.92314583,5,50,60000,0,0
